request_id,created_at,completed_at,caisse,service,request_type,sla_days,processing_days,is_completed,is_success,team_size_fte,productivity_target,within_sla
REQ-00013096,2025-12-15,,Caisse 08,Remboursements,Réclamation,5,11.63,False,False,8,26.06,False
REQ-00026415,2025-12-15,2025-12-16 03:35:32.248853148,Caisse 04,Remboursements,Demande standard,5,1.15,True,True,9,30.84,True
REQ-00010285,2025-12-15,2025-12-19 14:49:13.956935583,Caisse 07,Remboursements,Justificatif,5,4.62,True,True,15,26.98,True
REQ-00018832,2025-12-15,2025-12-19 17:40:10.166390921,Caisse 06,Remboursements,Demande standard,5,4.74,True,True,24,28.02,True
REQ-00007252,2025-12-15,2025-12-18 13:30:30.607725346,Caisse 01,Complémentaire santé,Justificatif,7,3.56,True,True,19,27.79,True
REQ-00015355,2025-12-15,2025-12-19 10:26:16.000925870,Caisse 05,Remboursements,Mise à jour dossier,5,4.43,True,True,23,35.59,True
REQ-00003611,2025-12-15,2025-12-22 23:31:46.928730239,Caisse 02,Affiliation,Mise à jour dossier,10,7.98,True,True,18,42.43,True
REQ-00004615,2025-12-15,,Caisse 01,Remboursements,Demande standard,5,1.33,False,False,20,35.98,False
REQ-00018624,2025-12-15,2025-12-18 11:23:18.565615881,Caisse 02,Indemnités journalières,Demande standard,8,3.47,True,True,26,27.07,True
REQ-00018617,2025-12-15,2025-12-24 20:32:39.991011711,Caisse 04,Indemnités journalières,Demande standard,8,9.86,True,True,30,35.45,False
REQ-00012572,2025-12-15,2025-12-17 00:41:06.049349246,Caisse 08,Indemnités journalières,Demande standard,8,2.03,True,True,20,29.97,True
REQ-00027805,2025-12-15,2025-12-29 10:42:40.459243605,Caisse 02,Complémentaire santé,Mise à jour dossier,7,14.45,True,True,18,39.32,False
REQ-00024401,2025-12-15,2025-12-30 05:11:28.577685019,Caisse 04,Accidents du travail,Demande standard,10,15.22,True,True,13,28.65,False
REQ-00024660,2025-12-15,2025-12-20 18:18:20.861619906,Caisse 07,Indemnités journalières,Demande standard,8,5.76,True,True,9,41.16,True
REQ-00020706,2025-12-15,2025-12-20 00:23:31.364815513,Caisse 01,Indemnités journalières,Mise à jour dossier,8,5.02,True,True,8,32.6,True
REQ-00011115,2025-12-15,2025-12-21 03:22:07.354935926,Caisse 03,Indemnités journalières,Mise à jour dossier,8,6.14,True,True,9,34.59,True
REQ-00021986,2025-12-15,2025-12-19 20:05:36.424930810,Caisse 08,Complémentaire santé,Ouverture de droits,7,4.84,True,True,24,34.86,True
REQ-00017721,2025-12-15,2025-12-16 18:24:56.772872665,Caisse 03,Remboursements,Mise à jour dossier,5,1.77,True,True,26,34.46,True
REQ-00017590,2025-12-15,2025-12-26 23:12:28.366381607,Caisse 03,Indemnités journalières,Demande standard,8,11.97,True,True,12,37.36,False
REQ-00027331,2025-12-15,2025-12-20 00:50:41.088522894,Caisse 07,Remboursements,Mise à jour dossier,5,5.04,True,True,21,34.0,False
REQ-00027574,2025-12-15,2025-12-22 08:34:36.689443901,Caisse 05,Affiliation,Mise à jour dossier,10,7.36,True,True,16,32.7,True
REQ-00024057,2025-12-16,2025-12-18 11:42:17.600062345,Caisse 07,Indemnités journalières,Mise à jour dossier,8,2.49,True,True,10,30.29,True
REQ-00015982,2025-12-16,2025-12-26 21:21:29.219082511,Caisse 02,Affiliation,Demande standard,10,10.89,True,True,14,46.16,False
REQ-00022534,2025-12-16,2025-12-17 14:20:52.952903364,Caisse 07,Remboursements,Demande standard,5,1.6,True,True,12,30.98,True
REQ-00002634,2025-12-16,2025-12-22 00:34:26.529721006,Caisse 08,Accidents du travail,Réclamation,10,6.02,True,True,25,32.74,True
REQ-00003215,2025-12-16,2025-12-25 11:56:20.722121436,Caisse 04,Accidents du travail,Demande standard,10,9.5,True,True,23,29.92,True
REQ-00024133,2025-12-16,2025-12-17 13:17:45.629085816,Caisse 03,Indemnités journalières,Ouverture de droits,8,1.55,True,True,14,38.82,True
REQ-00025197,2025-12-16,2025-12-27 18:13:42.237253295,Caisse 06,Indemnités journalières,Demande standard,8,11.76,True,True,25,39.45,False
REQ-00002426,2025-12-16,2026-01-01 15:06:13.498143888,Caisse 01,Accidents du travail,Réclamation,10,16.63,True,True,12,29.48,False
REQ-00001412,2025-12-16,2025-12-24 04:35:08.719915505,Caisse 07,Complémentaire santé,Réclamation,7,8.19,True,True,15,29.58,False
REQ-00006771,2025-12-16,2025-12-22 06:49:37.332438591,Caisse 04,Accidents du travail,Demande standard,10,6.28,True,True,17,38.2,True
REQ-00026258,2025-12-16,2025-12-19 07:46:53.376257904,Caisse 05,Complémentaire santé,Demande standard,7,3.32,True,True,23,35.97,True
REQ-00006862,2025-12-16,2025-12-18 14:23:10.302842480,Caisse 04,Accidents du travail,Demande standard,10,2.6,True,True,13,34.39,True
REQ-00008889,2025-12-16,2025-12-18 21:51:05.872944453,Caisse 04,Affiliation,Mise à jour dossier,10,2.91,True,True,17,27.94,True
REQ-00006872,2025-12-16,2025-12-16 21:19:04.998374391,Caisse 06,Accidents du travail,Mise à jour dossier,10,0.89,True,True,13,28.12,True
REQ-00004530,2025-12-16,2025-12-22 09:40:58.521700007,Caisse 02,Affiliation,Mise à jour dossier,10,6.4,True,True,18,35.17,True
REQ-00024492,2025-12-16,2025-12-20 22:20:48.279703280,Caisse 08,Complémentaire santé,Demande standard,7,4.93,True,True,20,31.14,True
REQ-00011850,2025-12-16,2025-12-17 14:41:13.507826055,Caisse 06,Remboursements,Demande standard,5,1.61,True,True,22,29.53,True
REQ-00020432,2025-12-16,2025-12-19 10:03:43.403240905,Caisse 06,Remboursements,Justificatif,5,3.42,True,True,27,37.64,True
REQ-00004787,2025-12-16,2025-12-18 21:40:52.990431709,Caisse 05,Remboursements,Demande standard,5,2.9,True,True,20,35.2,True
REQ-00026503,2025-12-16,2025-12-17 21:40:04.909721465,Caisse 01,Remboursements,Mise à jour dossier,5,1.9,True,True,14,41.38,True
REQ-00027836,2025-12-16,2025-12-16 14:22:55.100813992,Caisse 01,Affiliation,Réclamation,10,0.6,True,True,12,31.87,True
REQ-00012324,2025-12-16,2025-12-23 08:41:32.650429107,Caisse 04,Accidents du travail,Demande standard,10,7.36,True,True,16,22.65,True
REQ-00020491,2025-12-16,2025-12-21 19:21:36.645895316,Caisse 05,Affiliation,Justificatif,10,5.81,True,True,27,35.69,True
REQ-00017032,2025-12-16,2025-12-23 00:18:03.549913223,Caisse 02,Affiliation,Demande standard,10,7.01,True,True,12,31.17,True
REQ-00012345,2025-12-16,2025-12-22 07:16:47.822409566,Caisse 01,Accidents du travail,Mise à jour dossier,10,6.3,True,True,23,27.5,True
REQ-00029774,2025-12-16,2025-12-18 04:44:28.687705776,Caisse 06,Indemnités journalières,Mise à jour dossier,8,2.2,True,True,15,43.16,True
REQ-00018615,2025-12-16,2025-12-17 09:27:32.463321644,Caisse 01,Affiliation,Demande standard,10,1.39,True,True,8,35.49,True
REQ-00001434,2025-12-16,2025-12-20 09:53:48.276992610,Caisse 08,Accidents du travail,Mise à jour dossier,10,4.41,True,True,20,33.5,True
REQ-00012675,2025-12-16,2025-12-23 14:35:12.759478180,Caisse 01,Indemnités journalières,Justificatif,8,7.61,True,True,27,32.91,True
REQ-00017795,2025-12-16,2025-12-18 19:10:01.505024866,Caisse 03,Complémentaire santé,Ouverture de droits,7,2.8,True,True,27,29.82,True
REQ-00007590,2025-12-16,2025-12-17 08:47:52.213720571,Caisse 07,Remboursements,Ouverture de droits,5,1.37,True,True,18,32.74,True
REQ-00010077,2025-12-16,2025-12-18 11:25:05.081446842,Caisse 03,Remboursements,Mise à jour dossier,5,2.48,True,True,15,38.45,True
REQ-00002062,2025-12-16,2025-12-31 16:34:41.138418051,Caisse 05,Indemnités journalières,Demande standard,8,15.69,True,True,9,31.88,False
REQ-00013950,2025-12-16,2025-12-25 05:39:14.649243710,Caisse 07,Complémentaire santé,Ouverture de droits,7,9.24,True,True,29,34.3,False
REQ-00002604,2025-12-16,2025-12-25 21:36:32.778035208,Caisse 05,Indemnités journalières,Demande standard,8,9.9,True,True,10,37.52,False
REQ-00021412,2025-12-16,2025-12-26 19:40:25.404747168,Caisse 03,Accidents du travail,Justificatif,10,10.82,True,True,26,48.72,False
REQ-00006275,2025-12-16,2025-12-21 01:25:49.343806560,Caisse 07,Remboursements,Demande standard,5,5.06,True,True,12,33.86,False
REQ-00010782,2025-12-16,2025-12-23 18:13:47.705268360,Caisse 02,Indemnités journalières,Justificatif,8,7.76,True,True,24,38.58,True
REQ-00014530,2025-12-16,2025-12-31 08:27:26.942271560,Caisse 08,Affiliation,Réclamation,10,15.35,True,True,16,39.23,False
REQ-00005799,2025-12-16,2025-12-18 17:53:52.755143236,Caisse 02,Remboursements,Ouverture de droits,5,2.75,True,True,16,33.67,True
REQ-00025507,2025-12-16,2025-12-24 18:09:21.485590320,Caisse 07,Indemnités journalières,Demande standard,8,8.76,True,True,15,36.03,False
REQ-00021371,2025-12-16,2025-12-19 05:31:46.812400112,Caisse 03,Remboursements,Demande standard,5,3.23,True,True,23,35.19,True
REQ-00003033,2025-12-17,2025-12-22 10:35:01.662058291,Caisse 01,Indemnités journalières,Demande standard,8,5.44,True,True,12,35.96,True
REQ-00005044,2025-12-17,2025-12-21 18:33:48.892192732,Caisse 06,Indemnités journalières,Demande standard,8,4.77,True,True,24,30.61,True
REQ-00006960,2025-12-17,2025-12-20 14:58:46.201222263,Caisse 03,Affiliation,Demande standard,10,3.62,True,True,8,43.57,True
REQ-00006968,2025-12-17,2025-12-19 19:22:26.813245653,Caisse 08,Indemnités journalières,Ouverture de droits,8,2.81,True,True,10,33.9,True
REQ-00010284,2025-12-17,2025-12-21 03:59:12.904805284,Caisse 06,Indemnités journalières,Mise à jour dossier,8,4.17,True,True,14,32.92,True
REQ-00018882,2025-12-17,2025-12-21 07:11:19.377798190,Caisse 01,Affiliation,Demande standard,10,4.3,True,True,16,32.39,True
REQ-00004163,2025-12-17,2025-12-18 02:54:43.628779722,Caisse 06,Remboursements,Mise à jour dossier,5,1.12,True,True,18,37.37,True
REQ-00017318,2025-12-17,2025-12-20 15:31:31.668266150,Caisse 03,Indemnités journalières,Mise à jour dossier,8,3.65,True,True,11,33.29,True
REQ-00028129,2025-12-17,2025-12-20 14:03:22.632149738,Caisse 03,Indemnités journalières,Demande standard,8,3.59,True,True,24,32.32,True
REQ-00009131,2025-12-17,2025-12-26 17:11:14.661240820,Caisse 05,Accidents du travail,Ouverture de droits,10,9.72,True,True,14,35.28,True
REQ-00005990,2025-12-17,2025-12-19 22:56:53.765206180,Caisse 07,Indemnités journalières,Réclamation,8,2.96,True,True,25,31.92,True
REQ-00014379,2025-12-17,2025-12-19 21:18:24.737114914,Caisse 07,Accidents du travail,Demande standard,10,2.89,True,True,21,28.36,True
REQ-00005866,2025-12-17,2025-12-19 12:10:23.394416937,Caisse 03,Indemnités journalières,Mise à jour dossier,8,2.51,True,True,29,28.84,True
REQ-00026560,2025-12-17,2025-12-18 06:44:47.680985330,Caisse 07,Complémentaire santé,Demande standard,7,1.28,True,True,17,38.4,True
REQ-00007734,2025-12-17,2025-12-20 12:43:47.459121669,Caisse 06,Remboursements,Mise à jour dossier,5,3.53,True,True,24,39.32,True
REQ-00015365,2025-12-17,,Caisse 06,Complémentaire santé,Demande standard,7,2.03,False,False,17,34.26,False
REQ-00014291,2025-12-17,2025-12-28 17:53:40.470787020,Caisse 04,Remboursements,Réclamation,5,11.75,True,True,26,37.49,False
REQ-00029779,2025-12-17,2025-12-17 11:39:03.626617046,Caisse 07,Remboursements,Mise à jour dossier,5,0.49,True,True,13,40.33,True
REQ-00007457,2025-12-17,2025-12-23 06:27:16.404955401,Caisse 05,Indemnités journalières,Justificatif,8,6.27,True,True,21,37.26,True
REQ-00004384,2025-12-17,2025-12-18 07:43:42.667693075,Caisse 03,Complémentaire santé,Demande standard,7,1.32,True,True,15,40.05,True
REQ-00014223,2025-12-17,2025-12-17 16:38:12.316683834,Caisse 02,Indemnités journalières,Justificatif,8,0.69,True,True,29,30.25,True
REQ-00007626,2025-12-17,2025-12-21 03:31:09.259352328,Caisse 01,Indemnités journalières,Demande standard,8,4.15,True,True,30,32.05,True
REQ-00002883,2025-12-17,,Caisse 02,Remboursements,Ouverture de droits,5,3.49,False,False,30,32.27,False
REQ-00021440,2025-12-17,2025-12-23 10:57:58.462062085,Caisse 07,Indemnités journalières,Justificatif,8,6.46,True,True,23,37.62,True
REQ-00006717,2025-12-17,2025-12-30 11:33:49.307775287,Caisse 04,Indemnités journalières,Justificatif,8,13.48,True,True,18,36.01,False
REQ-00027885,2025-12-17,2026-01-07 09:36:30.526718780,Caisse 02,Accidents du travail,Ouverture de droits,10,21.4,True,True,16,36.03,False
REQ-00014697,2025-12-17,2025-12-20 03:32:21.923821331,Caisse 06,Indemnités journalières,Ouverture de droits,8,3.15,True,True,15,38.05,True
REQ-00019834,2025-12-17,2025-12-26 00:54:28.689164107,Caisse 04,Indemnités journalières,Justificatif,8,9.04,True,False,28,25.72,False
REQ-00022739,2025-12-17,2025-12-28 04:05:27.959762762,Caisse 01,Complémentaire santé,Justificatif,7,11.17,True,True,16,38.79,False
REQ-00003448,2025-12-17,2025-12-29 11:03:51.168625891,Caisse 08,Indemnités journalières,Demande standard,8,12.46,True,False,14,39.62,False
REQ-00013876,2025-12-17,2025-12-22 14:55:30.569764177,Caisse 07,Remboursements,Demande standard,5,5.62,True,True,30,32.99,False
REQ-00023306,2025-12-17,2025-12-23 11:21:28.264985478,Caisse 06,Remboursements,Réclamation,5,6.47,True,True,30,37.24,False
REQ-00011280,2025-12-17,2025-12-20 16:57:16.213597986,Caisse 01,Indemnités journalières,Demande standard,8,3.71,True,True,22,34.77,True
REQ-00006484,2025-12-17,2025-12-23 17:26:45.151163174,Caisse 06,Indemnités journalières,Ouverture de droits,8,6.73,True,True,29,31.12,True
REQ-00005331,2025-12-17,2025-12-20 00:49:10.050090381,Caisse 01,Indemnités journalières,Réclamation,8,3.03,True,True,10,47.16,True
REQ-00014669,2025-12-17,2025-12-22 15:58:16.775997274,Caisse 01,Affiliation,Réclamation,10,5.67,True,True,28,34.74,True
REQ-00002436,2025-12-17,2025-12-18 21:09:05.864276145,Caisse 05,Complémentaire santé,Mise à jour dossier,7,1.88,True,True,25,31.38,True
REQ-00013740,2025-12-17,2025-12-17 05:35:20.228586460,Caisse 06,Indemnités journalières,Ouverture de droits,8,0.23,True,True,29,33.26,True
REQ-00023308,2025-12-17,2025-12-17 18:29:04.316077242,Caisse 01,Remboursements,Demande standard,5,0.77,True,True,20,31.29,True
REQ-00026926,2025-12-17,2025-12-20 23:59:28.281063284,Caisse 01,Affiliation,Ouverture de droits,10,4.0,True,True,12,39.26,True
REQ-00006675,2025-12-17,2025-12-24 18:33:00.578282961,Caisse 04,Remboursements,Réclamation,5,7.77,True,True,16,32.36,False
REQ-00021752,2025-12-17,2025-12-19 22:07:58.690091930,Caisse 01,Remboursements,Demande standard,5,2.92,True,True,30,30.23,True
REQ-00020155,2025-12-17,2025-12-20 16:23:40.772198181,Caisse 02,Remboursements,Ouverture de droits,5,3.68,True,True,20,37.75,True
REQ-00023339,2025-12-17,2025-12-19 14:21:36.155201016,Caisse 06,Complémentaire santé,Mise à jour dossier,7,2.6,True,True,15,38.53,True
REQ-00010202,2025-12-17,2025-12-27 10:13:53.247317004,Caisse 04,Accidents du travail,Réclamation,10,10.43,True,False,16,31.01,False
REQ-00015447,2025-12-18,2025-12-23 17:11:13.676485580,Caisse 02,Indemnités journalières,Demande standard,8,5.72,True,True,21,31.15,True
REQ-00005327,2025-12-18,2026-01-01 05:45:03.495480088,Caisse 08,Indemnités journalières,Réclamation,8,14.24,True,False,11,35.96,False
REQ-00006713,2025-12-18,,Caisse 06,Affiliation,Demande standard,10,12.56,False,False,24,38.31,False
REQ-00016857,2025-12-18,2025-12-20 11:50:51.441210133,Caisse 08,Indemnités journalières,Demande standard,8,2.49,True,True,17,32.51,True
REQ-00015520,2025-12-18,2025-12-19 03:23:26.579025147,Caisse 05,Remboursements,Demande standard,5,1.14,True,True,26,35.15,True
REQ-00025722,2025-12-18,2025-12-27 21:39:38.208357630,Caisse 02,Affiliation,Mise à jour dossier,10,9.9,True,True,14,42.93,True
REQ-00000706,2025-12-18,2025-12-27 22:16:38.869459651,Caisse 01,Indemnités journalières,Demande standard,8,9.93,True,True,23,38.74,False
REQ-00000131,2025-12-18,,Caisse 08,Complémentaire santé,Ouverture de droits,7,1.34,False,False,8,39.96,False
REQ-00002656,2025-12-18,2025-12-20 01:58:16.185884940,Caisse 04,Complémentaire santé,Demande standard,7,2.08,True,True,25,40.7,True
REQ-00019543,2025-12-18,2025-12-18 22:03:18.882117169,Caisse 01,Accidents du travail,Réclamation,10,0.92,True,True,24,38.15,True
REQ-00020754,2025-12-18,2026-01-03 21:49:30.557711239,Caisse 06,Accidents du travail,Réclamation,10,16.91,True,True,12,34.32,False
REQ-00029664,2025-12-18,2025-12-31 02:12:26.380898660,Caisse 06,Indemnités journalières,Ouverture de droits,8,13.09,True,True,26,35.59,False
REQ-00020696,2025-12-18,2025-12-24 02:22:29.802506998,Caisse 04,Accidents du travail,Demande standard,10,6.1,True,True,10,38.79,True
REQ-00000126,2025-12-18,2026-01-03 22:35:37.439226948,Caisse 05,Affiliation,Justificatif,10,16.94,True,True,25,25.85,False
REQ-00003259,2025-12-18,2025-12-19 18:28:20.443140249,Caisse 01,Remboursements,Demande standard,5,1.77,True,True,15,30.46,True
REQ-00017415,2025-12-18,2025-12-20 07:28:19.570681649,Caisse 06,Accidents du travail,Demande standard,10,2.31,True,True,23,35.19,True
REQ-00025524,2025-12-18,2025-12-18 20:26:34.441788143,Caisse 05,Affiliation,Mise à jour dossier,10,0.85,True,True,27,23.72,True
REQ-00027869,2025-12-18,2025-12-28 08:05:48.290977106,Caisse 03,Indemnités journalières,Réclamation,8,10.34,True,True,15,31.1,False
REQ-00020759,2025-12-18,2025-12-20 09:49:02.031634917,Caisse 02,Remboursements,Demande standard,5,2.41,True,True,20,34.66,True
REQ-00006397,2025-12-18,2025-12-20 23:47:52.529686598,Caisse 05,Indemnités journalières,Demande standard,8,2.99,True,True,10,38.09,True
REQ-00013173,2025-12-18,2025-12-20 00:11:58.545534811,Caisse 01,Affiliation,Demande standard,10,2.01,True,True,18,29.07,True
REQ-00022022,2025-12-18,2025-12-22 06:02:05.218642642,Caisse 05,Remboursements,Justificatif,5,4.25,True,True,9,33.03,True
REQ-00013932,2025-12-18,2026-01-06 05:37:07.310961540,Caisse 05,Accidents du travail,Réclamation,10,19.23,True,False,15,40.7,False
REQ-00029479,2025-12-18,2025-12-23 15:39:10.242522244,Caisse 03,Affiliation,Mise à jour dossier,10,5.65,True,True,26,37.59,True
REQ-00020428,2025-12-18,2025-12-21 16:30:18.767376967,Caisse 06,Remboursements,Demande standard,5,3.69,True,True,9,37.26,True
REQ-00006518,2025-12-18,2025-12-18 14:10:40.236473936,Caisse 06,Complémentaire santé,Réclamation,7,0.59,True,True,27,34.82,True
REQ-00019931,2025-12-18,2025-12-19 12:48:38.546498675,Caisse 06,Remboursements,Demande standard,5,1.53,True,True,20,30.57,True
REQ-00007137,2025-12-18,2025-12-26 10:39:14.056540588,Caisse 02,Accidents du travail,Justificatif,10,8.44,True,True,25,39.72,True
REQ-00016777,2025-12-18,2025-12-19 11:51:24.031534973,Caisse 02,Indemnités journalières,Réclamation,8,1.49,True,True,8,34.08,True
REQ-00024770,2025-12-18,2025-12-18 23:16:41.749622359,Caisse 07,Remboursements,Ouverture de droits,5,0.97,True,True,28,31.69,True
REQ-00002688,2025-12-18,2025-12-22 14:04:33.871957461,Caisse 01,Indemnités journalières,Demande standard,8,4.59,True,True,18,30.1,True
REQ-00009999,2025-12-18,2025-12-18 10:30:34.365427580,Caisse 01,Indemnités journalières,Mise à jour dossier,8,0.44,True,True,26,36.76,True
REQ-00005316,2025-12-18,2025-12-19 23:38:24.794740204,Caisse 04,Remboursements,Mise à jour dossier,5,1.99,True,True,20,31.47,True
REQ-00025807,2025-12-18,2025-12-19 00:21:27.354688318,Caisse 01,Remboursements,Ouverture de droits,5,1.01,True,True,10,28.02,True
REQ-00020005,2025-12-18,2025-12-22 14:49:48.298627476,Caisse 06,Remboursements,Réclamation,5,4.62,True,True,16,33.59,True
REQ-00018727,2025-12-18,2025-12-31 12:44:30.903366546,Caisse 03,Accidents du travail,Réclamation,10,13.53,True,False,30,32.82,False
REQ-00027931,2025-12-18,2025-12-21 11:38:31.760239058,Caisse 03,Remboursements,Demande standard,5,3.49,True,False,13,38.13,True
REQ-00017538,2025-12-18,2025-12-25 00:38:58.718917786,Caisse 02,Affiliation,Mise à jour dossier,10,7.03,True,True,16,38.52,True
REQ-00018794,2025-12-18,,Caisse 05,Indemnités journalières,Ouverture de droits,8,1.36,False,False,13,39.6,False
REQ-00011608,2025-12-18,2025-12-22 20:29:50.071422497,Caisse 03,Affiliation,Mise à jour dossier,10,4.85,True,True,17,30.38,True
REQ-00000980,2025-12-18,2025-12-25 09:28:49.644436391,Caisse 08,Accidents du travail,Demande standard,10,7.4,True,True,22,39.35,True
REQ-00004352,2025-12-18,2025-12-19 21:52:51.360678675,Caisse 04,Indemnités journalières,Mise à jour dossier,8,1.91,True,True,21,40.37,True
REQ-00004195,2025-12-18,,Caisse 02,Accidents du travail,Demande standard,10,9.85,False,False,28,28.62,False
REQ-00024397,2025-12-18,2025-12-21 06:29:20.989292660,Caisse 04,Affiliation,Justificatif,10,3.27,True,True,10,32.84,True
REQ-00024027,2025-12-18,2025-12-24 16:45:09.373605580,Caisse 02,Remboursements,Demande standard,5,6.7,True,True,24,34.36,False
REQ-00007667,2025-12-18,2025-12-19 22:08:10.107006999,Caisse 07,Remboursements,Demande standard,5,1.92,True,True,19,32.58,True
REQ-00023913,2025-12-18,2025-12-20 11:18:44.271695808,Caisse 01,Complémentaire santé,Demande standard,7,2.47,True,True,17,28.17,True
REQ-00023467,2025-12-18,2025-12-20 07:00:32.961845093,Caisse 08,Indemnités journalières,Demande standard,8,2.29,True,True,9,38.95,True
REQ-00008030,2025-12-18,2025-12-21 04:17:58.246820632,Caisse 08,Remboursements,Demande standard,5,3.18,True,True,10,34.37,True
REQ-00012446,2025-12-18,2025-12-22 09:50:18.506215875,Caisse 05,Accidents du travail,Demande standard,10,4.41,True,True,13,37.55,True
REQ-00010480,2025-12-18,2026-01-05 08:06:23.590052530,Caisse 05,Remboursements,Réclamation,5,18.34,True,True,26,32.44,False
REQ-00012480,2025-12-18,2025-12-18 07:21:21.077466010,Caisse 07,Remboursements,Réclamation,5,0.31,True,True,18,31.98,True
REQ-00018394,2025-12-18,2025-12-19 23:06:04.437088467,Caisse 03,Remboursements,Demande standard,5,1.96,True,True,16,30.34,True
REQ-00000079,2025-12-18,2025-12-21 20:55:17.297769164,Caisse 02,Affiliation,Réclamation,10,3.87,True,True,10,35.49,True
REQ-00001029,2025-12-18,2025-12-22 21:01:16.477665948,Caisse 08,Affiliation,Ouverture de droits,10,4.88,True,True,17,38.07,True
REQ-00016066,2025-12-18,2025-12-23 00:51:00.095739851,Caisse 03,Remboursements,Demande standard,5,5.04,True,True,12,31.41,False
REQ-00007193,2025-12-19,2025-12-21 00:36:18.366624685,Caisse 01,Indemnités journalières,Mise à jour dossier,8,2.03,True,True,12,34.41,True
REQ-00016764,2025-12-19,2025-12-25 03:56:58.086676464,Caisse 07,Complémentaire santé,Demande standard,7,6.16,True,True,18,26.14,True
REQ-00016119,2025-12-19,2025-12-20 10:51:23.636066852,Caisse 07,Remboursements,Demande standard,5,1.45,True,True,25,25.77,True
REQ-00017673,2025-12-19,,Caisse 02,Indemnités journalières,Justificatif,8,3.21,False,False,16,42.21,False
REQ-00003891,2025-12-19,2025-12-19 23:37:53.880930330,Caisse 01,Indemnités journalières,Mise à jour dossier,8,0.98,True,True,13,39.99,True
REQ-00009601,2025-12-19,2025-12-19 07:06:27.550893205,Caisse 08,Remboursements,Réclamation,5,0.3,True,True,13,28.87,True
REQ-00013744,2025-12-19,2025-12-27 01:45:34.090274764,Caisse 04,Indemnités journalières,Demande standard,8,8.07,True,True,23,30.41,False
REQ-00002402,2025-12-19,2025-12-23 21:44:44.227629326,Caisse 06,Complémentaire santé,Demande standard,7,4.91,True,True,17,33.38,True
REQ-00026116,2025-12-19,2025-12-23 16:46:38.987314786,Caisse 03,Indemnités journalières,Ouverture de droits,8,4.7,True,True,9,33.41,True
REQ-00011823,2025-12-19,2025-12-20 03:37:08.007935577,Caisse 02,Remboursements,Demande standard,5,1.15,True,True,12,37.41,True
REQ-00001189,2025-12-19,2025-12-24 18:36:27.880544891,Caisse 02,Accidents du travail,Demande standard,10,5.78,True,True,12,41.75,True
REQ-00027006,2025-12-19,2025-12-29 12:11:36.039509617,Caisse 08,Indemnités journalières,Mise à jour dossier,8,10.51,True,True,25,38.8,False
REQ-00011688,2025-12-19,2025-12-21 11:55:26.601763082,Caisse 04,Accidents du travail,Réclamation,10,2.5,True,True,8,38.05,True
REQ-00016520,2025-12-19,2025-12-28 20:57:59.976377184,Caisse 05,Affiliation,Ouverture de droits,10,9.87,True,True,16,31.4,True
REQ-00007012,2025-12-19,2025-12-21 22:33:28.889903004,Caisse 03,Remboursements,Ouverture de droits,5,2.94,True,True,20,32.5,True
REQ-00016684,2025-12-19,2025-12-21 21:11:29.738181405,Caisse 03,Indemnités journalières,Ouverture de droits,8,2.88,True,False,24,33.14,True
REQ-00008872,2025-12-19,2025-12-24 10:36:49.592753524,Caisse 02,Complémentaire santé,Demande standard,7,5.44,True,True,15,33.53,True
REQ-00028148,2025-12-19,2025-12-20 19:40:30.741351211,Caisse 06,Remboursements,Réclamation,5,1.82,True,True,11,31.6,True
REQ-00017490,2025-12-19,2025-12-25 14:53:45.038920104,Caisse 04,Indemnités journalières,Justificatif,8,6.62,True,True,14,38.46,True
REQ-00021993,2025-12-19,2025-12-21 00:47:38.102881153,Caisse 03,Remboursements,Ouverture de droits,5,2.03,True,True,19,28.51,True
REQ-00027781,2025-12-19,2025-12-28 03:50:41.614614093,Caisse 02,Accidents du travail,Demande standard,10,9.16,True,True,17,33.37,True
REQ-00002798,2025-12-19,2025-12-20 16:53:55.811048792,Caisse 06,Remboursements,Demande standard,5,1.7,True,False,26,29.31,True
REQ-00000437,2025-12-19,2025-12-21 10:18:49.485323695,Caisse 06,Remboursements,Ouverture de droits,5,2.43,True,True,22,34.69,True
REQ-00005343,2025-12-19,2025-12-24 06:40:08.823682868,Caisse 01,Accidents du travail,Justificatif,10,5.28,True,True,11,38.66,True
REQ-00017917,2025-12-19,2025-12-22 15:16:59.282265250,Caisse 01,Accidents du travail,Demande standard,10,3.64,True,True,27,29.56,True
REQ-00018151,2025-12-19,2025-12-22 09:14:03.738232717,Caisse 04,Remboursements,Demande standard,5,3.38,True,True,13,37.18,True
REQ-00008011,2025-12-19,2025-12-21 19:24:27.401912717,Caisse 07,Indemnités journalières,Demande standard,8,2.81,True,True,24,36.4,True
REQ-00001672,2025-12-19,2026-01-08 02:26:08.425573690,Caisse 08,Accidents du travail,Justificatif,10,20.1,True,True,9,34.58,False
REQ-00010559,2025-12-19,2026-01-13 13:26:08.059347052,Caisse 04,Indemnités journalières,Réclamation,8,25.56,True,True,11,37.3,False
REQ-00026619,2025-12-19,2025-12-23 18:10:25.823980116,Caisse 08,Remboursements,Mise à jour dossier,5,4.76,True,True,17,34.63,True
REQ-00014273,2025-12-19,2025-12-20 02:10:07.060820157,Caisse 05,Indemnités journalières,Demande standard,8,1.09,True,True,16,36.64,True
REQ-00028844,2025-12-19,2025-12-23 20:38:47.238083640,Caisse 03,Accidents du travail,Ouverture de droits,10,4.86,True,False,24,41.12,True
